시도명,시군구명,행정동명,법정동명,행정동코드,법정동코드,연결번호
서울특별시,중구,소공동,남대문로4가,1114052000,1114011700,26
서울특별시,중구,명동,남산동2가,1114055000,1114012900,28
서울특별시,중구,명동,남산동3가,1114055000,1114013000,28
서울특별시,서대문구,남가좌2동,남가좌동,1141070000,1141012000,289
서울특별시,영등포구,영등포동,영등포동,1156053500,1156010100,403
서울특별시,강북구,수유1동,수유동,1130561500,1130510300,198
서울특별시,성동구,금호1가동,금호동1가,1120059000,1120010900,73
서울특별시,성동구,금호2·3가동,금호동2가,1120061500,1120011000,74
서울특별시,성동구,금호2·3가동,금호동3가,1120061500,1120011100,74
서울특별시,성동구,금호4가동,금호동4가,1120062000,1120011200,76
서울특별시,성동구,옥수동,옥수동,1120064500,1120011300,77
서울특별시,성동구,성수1가1동,성수동1가,1120065000,1120011400,79
서울특별시,성동구,성수1가2동,성수동1가,1120066000,1120011400,80
서울특별시,성동구,성수2가3동,성수동2가,1120069000,1120011500,82
서울특별시,성동구,성수2가1동,성수동2가,1120067000,1120011500,81
서울특별시,성동구,송정동,송정동,1120072000,1120011800,83
서울특별시,중구,소공동,봉래동1가,1114052000,1114011900,26
서울특별시,중구,회현동,봉래동2가,1114054000,1114012000,27
서울특별시,용산구,원효로1동,원효로1가,1117056000,1117011200,48
서울특별시,용산구,원효로1동,원효로2가,1117056000,1117011300,48
서울특별시,용산구,원효로2동,신창동,1117057000,1117011400,50
서울특별시,중구,회현동,회현동1가,1114054000,1114012100,27
서울특별시,중구,명동,회현동1가,1114055000,1114012100,28
서울특별시,강남구,개포3동,일원동,1168067500,1168011400,519
서울특별시,종로구,가회동,가회동,1111060000,1111014600,13
서울특별시,종로구,가회동,재동,1111060000,1111014700,13
서울특별시,종로구,가회동,계동,1111060000,1111014800,13
서울특별시,종로구,가회동,원서동,1111060000,1111014900,13
서울특별시,종로구,종로1·2·3·4가동,훈정동,1111061500,1111015000,14
서울특별시,용산구,원효로2동,청암동,1117057000,1117011600,50
서울특별시,용산구,원효로2동,원효로3가,1117057000,1117011700,50
서울특별시,성북구,길음1동,길음동,1129066000,1129013400,170
서울특별시,종로구,숭인2동,숭인동,1111071000,1111017500,23
서울특별시,종로구,교남동,교남동,1111058000,1111017600,12
서울특별시,종로구,교남동,평동,1111058000,1111017700,12
서울특별시,종로구,교남동,송월동,1111058000,1111017800,12
서울특별시,종로구,교남동,홍파동,1111058000,1111017900,12
서울특별시,종로구,교남동,교북동,1111058000,1111018000,12
서울특별시,종로구,교남동,행촌동,1111058000,1111018100,12
서울특별시,종로구,평창동,구기동,1111056000,1111018200,10
서울특별시,서대문구,홍제3동,홍제동,1141064000,1141011100,283
서울특별시,강동구,암사1동,암사동,1174057000,1174010700,561
서울특별시,용산구,이촌2동,이촌동,1117064000,1117012900,56
서울특별시,용산구,이태원1동,이태원동,1117065000,1117013000,57
서울특별시,종로구,창신3동,창신동,1111069000,1111017400,21
서울특별시,종로구,창신1동,창신동,1111067000,1111017400,19
서울특별시,종로구,창신2동,창신동,1111068000,1111017400,20
서울특별시,동대문구,휘경2동,휘경동,1123073000,1123010900,127
서울특별시,도봉구,도봉2동,도봉동,1132052200,1132010800,220
서울특별시,도봉구,도봉1동,도봉동,1132052100,1132010800,219
서울특별시,서대문구,신촌동,신촌동,1141058500,1141011400,276
서울특별시,서대문구,신촌동,봉원동,1141058500,1141011500,276
서울특별시,서대문구,신촌동,창천동,1141058500,1141011600,276
서울특별시,동대문구,전농1동,전농동,1123056000,1123010400,110
서울특별시,서대문구,홍은1동,홍은동,1141066000,1141011800,285
서울특별시,성북구,안암동,안암동2가,1129060000,1129012200,164
서울특별시,성북구,안암동,안암동3가,1129060000,1129012300,164
서울특별시,노원구,노원구,노원구,1135000000,1135000000,222
서울특별시,노원구,월계2동,월계동,1135057000,1135010200,224
서울특별시,노원구,월계3동,월계동,1135058000,1135010200,225
서울특별시,노원구,월계1동,월계동,1135056000,1135010200,223
서울특별시,강동구,천호2동,천호동,1174061000,1174010900,566
서울특별시,광진구,광장동,광장동,1121581000,1121510400,99
서울특별시,광진구,자양4동,자양동,1121584700,1121510500,87
서울특별시,광진구,자양3동,자양동,1121584000,1121510500,102
서울특별시,강서구,화곡1동,화곡동,1150054000,1150010300,347
서울특별시,서초구,반포4동,반포동,1165058100,1165010700,485
서울특별시,서초구,서초3동,서초동,1165053000,1165010800,478
서울특별시,서초구,서초4동,서초동,1165053100,1165010800,479
서울특별시,서초구,서초1동,서초동,1165051000,1165010800,476
서울특별시,서초구,서초2동,서초동,1165052000,1165010800,477
서울특별시,강서구,방화2동,개화동,1150064000,1150011000,362
서울특별시,강서구,공항동,과해동,1150062000,1150011100,360
서울특별시,강서구,공항동,오곡동,1150062000,1150011200,360
서울특별시,강서구,공항동,오쇠동,1150062000,1150011300,360
서울특별시,구로구,구로구,구로구,1153000000,1153000000,365
서울특별시,구로구,신도림동,신도림동,1153051000,1153010100,366
서울특별시,구로구,구로2동,구로동,1153053000,1153010200,368
서울특별시,구로구,구로1동,구로동,1153052000,1153010200,367
서울특별시,구로구,구로3동,구로동,1153054000,1153010200,370
서울특별시,은평구,갈현2동,갈현동,1138055200,1138010400,254
서울특별시,마포구,합정동,합정동,1144068000,1144012200,311
서울특별시,마포구,망원1동,망원동,1144069000,1144012300,312
서울특별시,마포구,망원2동,망원동,1144070000,1144012300,313
서울특별시,마포구,연남동,연남동,1144071000,1144012400,314
서울특별시,마포구,서강동,당인동,1144065500,1144011800,307
서울특별시,마포구,서교동,서교동,1144066000,1144012000,309
서울특별시,마포구,서교동,동교동,1144066000,1144012100,309
서울특별시,종로구,종로1·2·3·4가동,중학동,1111061500,1111012500,14
서울특별시,종로구,종로1·2·3·4가동,종로1가,1111061500,1111012600,14
서울특별시,종로구,종로1·2·3·4가동,공평동,1111061500,1111012700,14
서울특별시,종로구,종로1·2·3·4가동,관훈동,1111061500,1111012800,14
서울특별시,영등포구,영등포본동,영등포동,1156051500,1156010100,401
서울특별시,중랑구,면목본동,면목동,1126056500,1126010100,133
서울특별시,중랑구,면목3·8동,면목동,1126057500,1126010100,136
서울특별시,강북구,미아동,미아동,1130553500,1130510100,189
서울특별시,서초구,반포3동,잠원동,1165058000,1165010600,484
서울특별시,서초구,잠원동,잠원동,1165054000,1165010600,480
서울특별시,서초구,반포2동,반포동,1165057000,1165010700,483
서울특별시,서초구,반포1동,반포동,1165056000,1165010700,482
서울특별시,종로구,사직동,내자동,1111053000,1111011400,7
서울특별시,종로구,사직동,사직동,1111053000,1111011500,7
서울특별시,종로구,종로1·2·3·4가동,관수동,1111061500,1111015500,14
서울특별시,중랑구,면목4동,면목동,1126054000,1126010100,138
서울특별시,중랑구,면목5동,면목동,1126055000,1126010100,139
서울특별시,중랑구,면목2동,면목동,1126052000,1126010100,135
서울특별시,성동구,왕십리도선동,상왕십리동,1120053500,1120010100,65
서울특별시,성동구,왕십리2동,하왕십리동,1120052000,1120010200,67
서울특별시,성동구,왕십리도선동,하왕십리동,1120053500,1120010200,65
서울특별시,성동구,왕십리도선동,홍익동,1120053500,1120010300,65
서울특별시,중구,필동,충무로5가,1114057000,1114013300,29
서울특별시,중구,명동,충무로1가,1114055000,1114012400,28
서울특별시,중구,회현동,충무로1가,1114054000,1114012400,27
서울특별시,광진구,군자동,군자동,1121573000,1121510900,90
서울특별시,동대문구,동대문구,동대문구,1123000000,1123000000,104
서울특별시,동대문구,용신동,신설동,1123053600,1123010100,105
서울특별시,동대문구,용신동,용두동,1123053600,1123010200,105
서울특별시,동대문구,제기동,제기동,1123054500,1123010300,108
서울특별시,광진구,자양1동,자양동,1121582000,1121510500,100
서울특별시,광진구,화양동,화양동,1121571000,1121510700,89
서울특별시,중구,회현동,회현동2가,1114054000,1114012200,27
서울특별시,송파구,가락2동,가락동,1171063200,1171010700,540
서울특별시,서대문구,남가좌1동,남가좌동,1141069000,1141012000,288
서울특별시,서울특별시,서울특별시,서울특별시,1100000000,1100000000,3
서울특별시,종로구,종로구,종로구,1111000000,1111000000,4
서울특별시,종로구,청운효자동,청운동,1111051500,1111010100,5
서울특별시,종로구,청운효자동,신교동,1111051500,1111010200,5
서울특별시,종로구,청운효자동,궁정동,1111051500,1111010300,5
서울특별시,종로구,청운효자동,효자동,1111051500,1111010400,5
서울특별시,종로구,청운효자동,창성동,1111051500,1111010500,5
서울특별시,종로구,사직동,통의동,1111053000,1111010600,7
서울특별시,종로구,사직동,적선동,1111053000,1111010700,7
서울특별시,종로구,청운효자동,통인동,1111051500,1111010800,5
서울특별시,종로구,청운효자동,누상동,1111051500,1111010900,5
서울특별시,마포구,서교동,노고산동,1144066000,1144011000,309
서울특별시,마포구,신수동,신수동,1144063000,1144011100,306
서울특별시,마포구,대흥동,신수동,1144060000,1144011100,303
서울특별시,마포구,신수동,현석동,1144063000,1144011200,306
서울특별시,마포구,신수동,구수동,1144063000,1144011300,306
서울특별시,마포구,서강동,창전동,1144065500,1144011400,307
서울특별시,마포구,서강동,상수동,1144065500,1144011500,307
서울특별시,마포구,서강동,하중동,1144065500,1144011600,307
서울특별시,종로구,청운효자동,누하동,1111051500,1111011000,5
서울특별시,종로구,청운효자동,옥인동,1111051500,1111011100,5
서울특별시,종로구,사직동,체부동,1111053000,1111011200,7
서울특별시,종로구,사직동,필운동,1111053000,1111011300,7
서울특별시,송파구,장지동,문정동,1171064600,1171010800,543
서울특별시,영등포구,양평1동,양평동1가,1156061000,1156012500,412
서울특별시,영등포구,양평1동,양평동2가,1156061000,1156012600,412
서울특별시,영등포구,양평1동,양평동3가,1156061000,1156012700,412
서울특별시,중구,명동,명동1가,1114055000,1114012600,28
서울특별시,중구,명동,명동2가,1114055000,1114012700,28
서울특별시,중구,명동,남산동1가,1114055000,1114012800,28
서울특별시,영등포구,양평2동,양평동6가,1156062000,1156013000,413
서울특별시,용산구,원효로2동,원효로4가,1117057000,1117011800,50
서울특별시,용산구,효창동,효창동,1117058000,1117011900,51
서울특별시,용산구,용문동,도원동,1117059000,1117012000,52
서울특별시,용산구,용문동,용문동,1117059000,1117012100,52
서울특별시,용산구,원효로1동,문배동,1117056000,1117012200,48
서울특별시,용산구,원효로1동,신계동,1117056000,1117012300,48
서울특별시,용산구,한강로동,한강로1가,1117062500,1117012400,53
서울특별시,용산구,한강로동,한강로2가,1117062500,1117012500,53
서울특별시,용산구,한강로동,용산동3가,1117062500,1117012600,53
서울특별시,송파구,문정2동,문정동,1171064200,1171010800,542
서울특별시,송파구,위례동,장지동,1171064700,1171010900,544
서울특별시,송파구,장지동,장지동,1171064600,1171010900,543
서울특별시,송파구,잠실6동,신천동,1171071000,1171010200,551
서울특별시,송파구,잠실4동,신천동,1171069000,1171010200,550
서울특별시,송파구,풍납2동,풍납동,1171052000,1171010300,525
서울특별시,성북구,보문동,보문동6가,1129061000,1129012800,165
서울특별시,송파구,문정1동,문정동,1171064100,1171010800,541
서울특별시,양천구,목5동,목동,1147055000,1147010200,324
서울특별시,양천구,목3동,목동,1147053000,1147010200,322
서울특별시,양천구,신월3동,신월동,1147058000,1147010300,328
서울특별시,양천구,신월4동,신월동,1147059000,1147010300,329
서울특별시,양천구,신월5동,신월동,1147060000,1147010300,330
서울특별시,영등포구,양평2동,양평동3가,1156062000,1156012700,413
서울특별시,양천구,목1동,목동,1147051000,1147010200,320
서울특별시,강남구,도곡2동,도곡동,1168065600,1168011800,512
서울특별시,강남구,도곡1동,도곡동,1168065500,1168011800,511
서울특별시,송파구,송파구,송파구,1171000000,1171000000,523
서울특별시,송파구,잠실본동,잠실동,1171065000,1171010100,545
서울특별시,양천구,목2동,목동,1147052000,1147010200,321
서울특별시,양천구,신정1동,신정동,1147062000,1147010100,333
서울특별시,강남구,일원본동,일원동,1168072000,1168011400,517
서울특별시,서대문구,천연동,영천동,1141052000,1141010800,273
서울특별시,서대문구,천연동,현저동,1141052000,1141010900,273
서울특별시,서대문구,북아현동,북아현동,1141055500,1141011000,274
서울특별시,서대문구,충현동,북아현동,1141056500,1141011000,271
서울특별시,서대문구,홍제2동,홍제동,1141065500,1141011100,284
서울특별시,서대문구,홍제1동,홍제동,1141062000,1141011100,281
서울특별시,성북구,삼선동,돈암동,1129055500,1129010300,157
서울특별시,성북구,정릉1동,돈암동,1129062000,1129010300,166
서울특별시,성동구,용답동,송정동,1120079000,1120011800,84
서울특별시,성동구,용답동,용답동,1120079000,1120012200,84
서울특별시,광진구,광진구,광진구,1121500000,1121500000,86
서울특별시,광진구,중곡2동,중곡동,1121575000,1121510100,92
서울특별시,광진구,중곡4동,중곡동,1121577000,1121510100,94
서울특별시,광진구,중곡3동,중곡동,1121576000,1121510100,93
서울특별시,광진구,중곡1동,중곡동,1121574000,1121510100,91
서울특별시,광진구,능동,능동,1121578000,1121510200,95
서울특별시,광진구,구의1동,구의동,1121585000,1121510300,96
서울특별시,영등포구,양평2동,양평동4가,1156062000,1156012800,413
서울특별시,영등포구,양평2동,양평동5가,1156062000,1156012900,413
서울특별시,마포구,마포구,마포구,1144000000,1144000000,293
서울특별시,마포구,공덕동,아현동,1144056500,1144010100,294
서울특별시,마포구,아현동,아현동,1144055500,1144010100,297
서울특별시,마포구,염리동,공덕동,1144061000,1144010200,305
서울특별시,종로구,종로5·6가동,효제동,1111063000,1111016200,15
서울특별시,강서구,등촌1동,등촌동,1150052000,1150010200,343
서울특별시,강서구,가양1동,가양동,1150060300,1150010400,356
서울특별시,양천구,신월6동,신월동,1147061000,1147010300,331
서울특별시,양천구,신월7동,신월동,1147061100,1147010300,332
서울특별시,양천구,신월2동,신월동,1147057000,1147010300,327
서울특별시,중구,광희동,을지로6가,1114059000,1114014800,31
서울특별시,중구,광희동,을지로7가,1114059000,1114014900,31
서울특별시,성북구,돈암2동,돈암동,1129059000,1129010300,163
서울특별시,성북구,돈암1동,돈암동,1129058000,1129010300,162
서울특별시,성북구,정릉2동,돈암동,1129063000,1129010300,167
서울특별시,성북구,동선동,돈암동,1129057500,1129010300,160
서울특별시,성북구,성북동,동소문동1가,1129052500,1129010400,155
서울특별시,성북구,삼선동,동소문동2가,1129055500,1129010500,157
서울특별시,성북구,삼선동,동소문동3가,1129055500,1129010600,157
서울특별시,성북구,성북동,동소문동4가,1129052500,1129010700,155
서울특별시,영등포구,신길7동,신길동,1156069000,1156013200,419
서울특별시,영등포구,신길6동,신길동,1156068000,1156013200,418
서울특별시,영등포구,대림2동,대림동,1156071000,1156013300,421
서울특별시,영등포구,대림1동,대림동,1156070000,1156013300,420
서울특별시,영등포구,신길5동,대림동,1156067000,1156013300,417
서울특별시,영등포구,대림3동,대림동,1156072000,1156013300,422
서울특별시,영등포구,양평2동,양평동,1156062000,1156013400,413
서울특별시,동작구,동작구,동작구,1159000000,1159000000,424
서울특별시,동작구,노량진1동,노량진동,1159051000,1159010100,425
서울특별시,동작구,노량진2동,노량진동,1159052000,1159010100,427
서울특별시,동작구,상도1동,상도동,1159053000,1159010200,428
서울특별시,서대문구,북가좌1동,북가좌동,1141071000,1141011900,290
서울특별시,은평구,구산동,구산동,1138056000,1138010500,255
서울특별시,성북구,보문동,보문동7가,1129061000,1129012900,165
서울특별시,성북구,보문동,보문동1가,1129061000,1129013000,165
서울특별시,성북구,보문동,보문동2가,1129061000,1129013100,165
서울특별시,영등포구,신길1동,신길동,1156063000,1156013200,414
서울특별시,마포구,서강동,신정동,1144065500,1144011700,307
서울특별시,종로구,평창동,평창동,1111056000,1111018300,10
서울특별시,송파구,문정2동,장지동,1171064200,1171010900,542
서울특별시,송파구,오륜동,방이동,1171056600,1171011100,532
서울특별시,송파구,방이1동,방이동,1171056100,1171011100,530
서울특별시,송파구,방이2동,방이동,1171056200,1171011100,531
서울특별시,송파구,풍납1동,풍납동,1171051000,1171010300,524
서울특별시,용산구,청파동,청파동2가,1117055500,1117011000,46
서울특별시,용산구,청파동,청파동3가,1117055500,1117011100,46
서울특별시,영등포구,영등포동,영등포동1가,1156053500,1156010200,403
서울특별시,영등포구,영등포동,영등포동2가,1156053500,1156010300,403
서울특별시,영등포구,영등포동,영등포동3가,1156053500,1156010400,403
서울특별시,송파구,오금동,오금동,1171057000,1171011200,533
서울특별시,송파구,거여2동,거여동,1171053200,1171011300,527
서울특별시,송파구,위례동,거여동,1171064700,1171011300,544
서울특별시,강서구,염창동,가양동,1150051000,1150010400,342
서울특별시,강서구,방화1동,마곡동,1150063000,1150010500,361
서울특별시,종로구,삼청동,소격동,1111054000,1111014200,8
서울특별시,종로구,삼청동,화동,1111054000,1111014300,8
서울특별시,마포구,공덕동,공덕동,1144056500,1144010200,294
서울특별시,마포구,아현동,공덕동,1144055500,1144010200,297
서울특별시,마포구,공덕동,신공덕동,1144056500,1144010300,294
서울특별시,동대문구,이문1동,이문동,1123074000,1123011000,128
서울특별시,동대문구,이문2동,이문동,1123075000,1123011000,129
서울특별시,중랑구,중랑구,중랑구,1126000000,1126000000,132
서울특별시,종로구,종로1·2·3·4가동,장사동,1111061500,1111015400,14
서울특별시,노원구,공릉2동,공릉동,1135060000,1135010300,229
서울특별시,노원구,공릉1동,공릉동,1135059500,1135010300,227
서울특별시,노원구,하계1동,하계동,1135061100,1135010400,230
서울특별시,노원구,하계2동,하계동,1135061200,1135010400,231
서울특별시,노원구,상계6·7동,상계동,1135069500,1135010500,242
서울특별시,마포구,용강동,대흥동,1144059000,1144010800,302
서울특별시,마포구,용강동,염리동,1144059000,1144010900,302
서울특별시,강동구,천호3동,천호동,1174062000,1174010900,568
서울특별시,강동구,강일동,강일동,1174051500,1174011000,555
서울특별시,마포구,용강동,도화동,1144059000,1144010400,302
서울특별시,마포구,대흥동,대흥동,1144060000,1144010800,303
서울특별시,영등포구,신길3동,신길동,1156065000,1156013200,415
서울특별시,영등포구,신길4동,신길동,1156066000,1156013200,416
서울특별시,영등포구,영등포본동,신길동,1156051500,1156013200,401
서울특별시,영등포구,신길5동,신길동,1156067000,1156013200,417
서울특별시,종로구,이화동,동숭동,1111064000,1111016800,16
서울특별시,영등포구,양평2동,양화동,1156062000,1156013100,413
서울특별시,강동구,성내3동,성내동,1174066000,1174010800,571
서울특별시,강동구,천호1동,천호동,1174060000,1174010900,565
서울특별시,종로구,무악동,무악동,1111057000,1111018700,11
서울특별시,중구,중구,중구,1114000000,1114000000,25
서울특별시,중구,명동,무교동,1114055000,1114010100,28
서울특별시,중구,명동,다동,1114055000,1114010200,28
서울특별시,중구,명동,태평로1가,1114055000,1114010300,28
서울특별시,중구,명동,을지로1가,1114055000,1114010400,28
서울특별시,중구,명동,을지로2가,1114055000,1114010500,28
서울특별시,중구,명동,남대문로1가,1114055000,1114010600,28
서울특별시,중구,명동,삼각동,1114055000,1114010700,28
서울특별시,중구,명동,수하동,1114055000,1114010800,28
서울특별시,중구,명동,장교동,1114055000,1114010900,28
서울특별시,중구,명동,수표동,1114055000,1114011000,28
서울특별시,중구,소공동,소공동,1114052000,1114011100,26
서울특별시,종로구,부암동,부암동,1111055000,1111018400,9
서울특별시,종로구,종로1·2·3·4가동,종로3가,1111061500,1111015600,14
서울특별시,용산구,원효로2동,산천동,1117057000,1117011500,50
서울특별시,중구,회현동,남대문로3가,1114054000,1114011600,27
서울특별시,중구,회현동,남대문로5가,1114054000,1114011800,27
서울특별시,중구,회현동,봉래동1가,1114054000,1114011900,27
서울특별시,강남구,청담동,청담동,1168056500,1168010400,501
서울특별시,강남구,삼성2동,삼성동,1168059000,1168010500,504
서울특별시,강남구,삼성1동,삼성동,1168058000,1168010500,503
서울특별시,강남구,개포3동,대치동,1168067500,1168010600,519
서울특별시,강남구,대치2동,대치동,1168061000,1168010600,506
서울특별시,강남구,대치1동,대치동,1168060000,1168010600,505
서울특별시,강남구,대치4동,대치동,1168063000,1168010600,508
서울특별시,강남구,압구정동,신사동,1168054500,1168010700,499
서울특별시,강남구,신사동,신사동,1168051000,1168010700,496
서울특별시,강남구,논현2동,논현동,1168053100,1168010800,498
서울특별시,강남구,논현1동,논현동,1168052100,1168010800,497
서울특별시,강남구,압구정동,압구정동,1168054500,1168011000,499
서울특별시,중구,필동,충무로3가,1114057000,1114015800,29
서울특별시,중구,을지로동,초동,1114060500,1114015900,32
서울특별시,중구,을지로동,인현동1가,1114060500,1114016000,32
서울특별시,중구,을지로동,저동2가,1114060500,1114016100,32
서울특별시,중구,청구동,신당동,1114064500,1114016200,39
서울특별시,중구,동화동,신당동,1114066500,1114016200,40
서울특별시,중구,신당5동,신당동,1114065000,1114016200,33
서울특별시,중구,약수동,신당동,1114063500,1114016200,38
서울특별시,중구,다산동,신당동,1114062500,1114016200,37
서울특별시,중구,신당동,신당동,1114061500,1114016200,36
서울특별시,중구,신당동,흥인동,1114061500,1114016300,36
서울특별시,중구,신당동,무학동,1114061500,1114016400,36
서울특별시,중구,황학동,황학동,1114067000,1114016500,34
서울특별시,중구,소공동,서소문동,1114052000,1114016600,26
서울특별시,은평구,응암3동,응암동,1138060000,1138010700,259
서울특별시,은평구,역촌동,역촌동,1138062500,1138010800,261
서울특별시,성북구,정릉1동,길음동,1129062000,1129013400,166
서울특별시,마포구,도화동,도화동,1144058500,1144010400,300
서울특별시,강북구,삼각산동,미아동,1130557500,1130510100,194
서울특별시,강북구,번2동,번동,1130560300,1130510200,196
서울특별시,강남구,신사동,압구정동,1168051000,1168011000,496
서울특별시,강남구,세곡동,세곡동,1168070000,1168011100,521
서울특별시,강남구,세곡동,자곡동,1168070000,1168011200,521
서울특별시,강남구,세곡동,율현동,1168070000,1168011300,521
서울특별시,강남구,개포2동,일원동,1168067000,1168011400,514
서울특별시,은평구,대조동,대조동,1138057000,1138010600,256
서울특별시,은평구,응암1동,응암동,1138058000,1138010700,257
서울특별시,은평구,응암2동,응암동,1138059000,1138010700,258
서울특별시,종로구,종로5·6가동,종로5가,1111063000,1111016300,15
서울특별시,종로구,종로5·6가동,종로6가,1111063000,1111016400,15
서울특별시,종로구,이화동,이화동,1111064000,1111016500,16
서울특별시,종로구,이화동,연건동,1111064000,1111016600,16
서울특별시,종로구,종로5·6가동,충신동,1111063000,1111016700,15
서울특별시,종로구,혜화동,혜화동,1111065000,1111016900,17
서울특별시,종로구,혜화동,명륜1가,1111065000,1111017000,17
서울특별시,종로구,혜화동,명륜2가,1111065000,1111017100,17
서울특별시,중구,명동,회현동2가,1114055000,1114012200,28
서울특별시,중구,명동,회현동3가,1114055000,1114012300,28
서울특별시,마포구,신수동,신정동,1144063000,1144011700,306
서울특별시,중구,소공동,순화동,1114052000,1114016800,26
서울특별시,강남구,개포3동,개포동,1168067500,1168010300,519
서울특별시,중구,회현동,순화동,1114054000,1114016800,27
서울특별시,중구,소공동,정동,1114052000,1114016700,26
서울특별시,성동구,왕십리도선동,도선동,1120053500,1120010400,65
서울특별시,성동구,마장동,마장동,1120054000,1120010500,68
서울특별시,성동구,사근동,사근동,1120055000,1120010600,69
서울특별시,성동구,행당2동,행당동,1120057000,1120010700,71
서울특별시,성동구,사근동,행당동,1120055000,1120010700,69
서울특별시,성동구,행당1동,행당동,1120056000,1120010700,70
서울특별시,성동구,응봉동,응봉동,1120058000,1120010800,72
서울특별시,강서구,우장산동,화곡동,1150061500,1150010300,352
서울특별시,강서구,화곡4동,화곡동,1150057000,1150010300,351
서울특별시,강서구,화곡본동,화곡동,1150059000,1150010300,346
서울특별시,강서구,화곡8동,화곡동,1150059300,1150010300,355
서울특별시,강서구,화곡6동,화곡동,1150059100,1150010300,354
서울특별시,강서구,화곡3동,화곡동,1150056000,1150010300,350
서울특별시,강서구,가양3동,가양동,1150060500,1150010400,358
서울특별시,강서구,가양2동,가양동,1150060400,1150010400,357
서울특별시,성북구,성북동,성북동1가,1129052500,1129010200,155
서울특별시,양천구,목4동,목동,1147054000,1147010200,323
서울특별시,강서구,등촌3동,등촌동,1150053500,1150010200,345
서울특별시,강서구,화곡2동,화곡동,1150055000,1150010300,349
서울특별시,종로구,사직동,신문로1가,1111053000,1111012000,7
서울특별시,종로구,사직동,신문로2가,1111053000,1111012100,7
서울특별시,강서구,가양1동,등촌동,1150060300,1150010200,356
서울특별시,강서구,방화3동,마곡동,1150064100,1150010500,363
서울특별시,강남구,개포1동,개포동,1168066000,1168010300,513
서울특별시,강남구,개포4동,개포동,1168069000,1168010300,516
서울특별시,강남구,개포2동,개포동,1168067000,1168010300,514
서울특별시,성북구,삼선동,동소문동5가,1129055500,1129010800,157
서울특별시,성북구,동선동,동소문동6가,1129057500,1129010900,160
서울특별시,성북구,동선동,동소문동7가,1129057500,1129011000,160
서울특별시,성북구,삼선동,삼선동1가,1129055500,1129011100,157
서울특별시,성북구,삼선동,삼선동2가,1129055500,1129011200,157
서울특별시,중구,소공동,태평로2가,1114052000,1114011400,26
서울특별시,중구,소공동,남대문로2가,1114052000,1114011500,26
서울특별시,중구,명동,남대문로2가,1114055000,1114011500,28
서울특별시,도봉구,쌍문3동,쌍문동,1132068000,1132010500,208
서울특별시,도봉구,방학3동,방학동,1132071000,1132010600,212
서울특별시,도봉구,방학2동,방학동,1132070000,1132010600,211
서울특별시,도봉구,방학1동,방학동,1132069000,1132010600,210
서울특별시,도봉구,창2동,창동,1132051200,1132010700,215
서울특별시,도봉구,창5동,창동,1132051500,1132010700,218
서울특별시,도봉구,창4동,창동,1132051400,1132010700,217
서울특별시,도봉구,창3동,창동,1132051300,1132010700,216
서울특별시,도봉구,창1동,창동,1132051100,1132010700,214
서울특별시,중구,소공동,의주로1가,1114052000,1114016900,26
서울특별시,중구,소공동,충정로1가,1114052000,1114017000,26
서울특별시,중구,중림동,중림동,1114068000,1114017100,35
서울특별시,중구,중림동,의주로2가,1114068000,1114017200,35
서울특별시,용산구,서빙고동,주성동,1117069000,1117013400,61
서울특별시,용산구,서빙고동,용산동6가,1117069000,1117013500,61
서울특별시,용산구,보광동,보광동,1117070000,1117013600,62
서울특별시,성동구,성동구,성동구,1120000000,1120000000,64
서울특별시,성북구,길음2동,하월곡동,1129068500,1129013600,172
서울특별시,성북구,월곡2동,상월곡동,1129072500,1129013700,178
서울특별시,성북구,장위1동,장위동,1129076000,1129013800,180
서울특별시,성북구,장위2동,장위동,1129077000,1129013800,181
서울특별시,성북구,장위3동,장위동,1129078000,1129013800,182
서울특별시,성북구,석관동,석관동,1129081000,1129013900,183
서울특별시,강북구,강북구,강북구,1130500000,1130500000,186
서울특별시,강북구,송중동,미아동,1130554500,1130510100,190
서울특별시,강북구,송천동,미아동,1130555500,1130510100,192
서울특별시,강북구,삼양동,미아동,1130553400,1130510100,187
서울특별시,마포구,도화동,마포동,1144058500,1144010700,300
서울특별시,마포구,용강동,마포동,1144059000,1144010700,302
서울특별시,마포구,신수동,대흥동,1144063000,1144010800,306
서울특별시,마포구,용강동,용강동,1144059000,1144010500,302
서울특별시,마포구,용강동,토정동,1144059000,1144010600,302
서울특별시,종로구,종로1·2·3·4가동,청진동,1111061500,1111012200,14
서울특별시,종로구,종로1·2·3·4가동,서린동,1111061500,1111012300,14
서울특별시,종로구,종로1·2·3·4가동,수송동,1111061500,1111012400,14
서울특별시,성북구,삼선동,삼선동3가,1129055500,1129011300,157
서울특별시,서대문구,신촌동,대현동,1141058500,1141011200,276
서울특별시,서대문구,신촌동,대신동,1141058500,1141011300,276
서울특별시,강서구,가양1동,마곡동,1150060300,1150010500,356
서울특별시,양천구,신월1동,신월동,1147056000,1147010300,326
서울특별시,강서구,강서구,강서구,1150000000,1150000000,341
서울특별시,강서구,염창동,염창동,1150051000,1150010100,342
서울특별시,강서구,등촌2동,등촌동,1150053000,1150010200,344
서울특별시,서초구,방배본동,방배동,1165059000,1165010100,486
서울특별시,서초구,방배4동,방배동,1165062100,1165010100,490
서울특별시,서초구,서초3동,방배동,1165053000,1165010100,478
서울특별시,서초구,방배1동,방배동,1165060000,1165010100,487
